Indicator,Group,State,Subgroup,Phase,"Time Period","Time Period Label","Time Period Start Date","Time Period End Date",Value,LowCI,HighCI,"Confidence Interval","Quartile range","Quartile number","Suppression Flag"
"Significant activity limitations from long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,5.2,4.3,6.1,"4.3 - 6.1",,,
"Significant activity limitations from long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,1.1,0.8,1.3,"0.8 - 1.3",,,
"Significant activity limitations from long COVID, as a percentage of all adults","By State","New York","New York",3.6,49,"Sep 14 - Sep 26, 2022",9/14/2022,9/26/2022,1.9,0.6,4.4,"0.6 - 4.4",1.6-1.9,2,
"Ever experienced long COVID, as a percentage of all adults","National Estimate","United States","United States",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,14.2,13.4,15,"13.4 - 15.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15,12.9,17.2,"12.9 - 17.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,17.2,15.3,19.3,"15.3 - 19.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,17.9,16.2,19.7,"16.2 - 19.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.1,13.6,16.8,"13.6 - 16.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,10.9,9.8,12,"9.8 - 12.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,7.9,6.5,9.5,"6.5 - 9.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,5.4,3.8,7.5,"3.8 - 7.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,10.9,10,11.8,"10.0 - 11.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,17.2,16.3,18.3,"16.3 - 18.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,10.5,9.6,11.5,"9.6 - 11.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,17,16.1,18.1,"16.1 - 18.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.9,9.4,24.6,"9.4 - 24.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15,11.1,19.5,"11.1 - 19.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,13.4,12.7,14.2,"12.7 - 14.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,22.1,18.6,26,"18.6 - 26.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,19.4,17.1,21.8,"17.1 - 21.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,13.9,13.1,14.7,"13.1 - 14.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,10.7,8.8,12.8,"8.8 - 12.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,7.5,5.7,9.7,"5.7 - 9.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,14.2,11.5,17.4,"11.5 - 17.4",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.8,12.2,20,"12.2 - 20.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,13.2,11.7,14.8,"11.7 - 14.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,17.6,16.5,18.8,"16.5 - 18.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,11.3,10.7,12.1,"10.7 - 12.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,23.5,21.4,25.8,"21.4 - 25.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,12.1,11.4,12.9,"11.4 - 12.9",,,
"Ever experienced long COVID, as a percentage of all adults","By State","New York","New York",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.1,10.6,20.5,"10.6 - 20.5",14.5-16.2,3,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,29.6,28.2,31,"28.2 - 31.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,26.9,23.5,30.5,"23.5 - 30.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,31.7,28.7,34.9,"28.7 - 34.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","40 - 49 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,32.6,29.6,35.7,"29.6 - 35.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","50 - 59 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,32.3,28.9,35.9,"28.9 - 35.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","60 - 69 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,28,25.6,30.5,"25.6 - 30.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","70 - 79 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,22.7,19,26.8,"19.0 - 26.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","80 years and above",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,18.5,13,25.2,"13.0 - 25.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Male,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,23.8,22,25.6,"22.0 - 25.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Female,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,34.6,32.7,36.4,"32.7 - 36.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender male",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,23,21.2,24.9,"21.2 - 24.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender female",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,34.1,32.3,35.9,"32.3 - 35.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States",Transgender,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,41.6,28,56.3,"28.0 - 56.3",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States","Gay or lesbian",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,29.7,23.3,36.6,"23.3 - 36.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Straight,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,28.1,26.8,29.5,"26.8 - 29.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Bisexual,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,40,33.9,46.3,"33.9 - 46.3",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,37,33,41.3,"33.0 - 41.3",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,29,27.6,30.5,"27.6 - 30.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,26.6,22.7,30.8,"22.7 - 30.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.8,11.9,20.4,"11.9 - 20.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,28.2,22.8,34.2,"22.8 - 34.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Less than a high school diploma",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,39.2,31.7,47.1,"31.7 - 47.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","High school diploma or GED",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,29.9,26.8,33.2,"26.8 - 33.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Some college/Associate's degree",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,35,32.9,37.1,"32.9 - 37.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Bachelor's degree or higher",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,22.3,21,23.6,"21.0 - 23.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","With disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,50.3,47,53.5,"47.0 - 53.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","Without disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,25.4,23.9,26.8,"23.9 - 26.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By State","New York","New York",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,28.9,21,37.9,"21.0 - 37.9",25.2-29.5,2,
"Currently experiencing long COVID, as a percentage of all adults","National Estimate","United States","United States",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,7,6.5,7.6,"6.5 - 7.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,6.5,5.3,7.8,"5.3 - 7.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.1,6.8,9.5,"6.8 - 9.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.3,7.1,9.5,"7.1 - 9.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.1,7.1,9.2,"7.1 - 9.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,6.3,5.3,7.4,"5.3 - 7.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,4.9,3.6,6.5,"3.6 - 6.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,2.6,1.5,4.3,"1.5 - 4.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Male,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,5.4,4.7,6.2,"4.7 - 6.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Female,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.6,7.9,9.3,"7.9 - 9.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,5.2,4.5,5.9,"4.5 - 5.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.5,7.9,9.3,"7.9 - 9.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,9.3,5,15.4,"5.0 - 15.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.2,5.6,11.5,"5.6 - 11.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,6.8,6.2,7.4,"6.2 - 7.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,10.9,8.8,13.3,"8.8 - 13.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8.4,6.9,10.3,"6.9 - 10.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,7.4,6.8,8,"6.8 - 8.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,4.9,3.6,6.4,"3.6 - 6.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,2.9,2,4.2,"2.0 - 4.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,7.3,5.5,9.5,"5.5 - 9.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,6.9,4.3,10.4,"4.3 - 10.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,6.3,5.3,7.5,"5.3 - 7.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,9,8.3,9.8,"8.3 - 9.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,5.8,5.3,6.4,"5.3 - 6.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,15.1,13.3,17,"13.3 - 17.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,5.7,5.2,6.2,"5.2 - 6.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By State","New York","New York",3.6,50,"Oct 5 - Oct 17, 2022",10/5/2022,10/17/2022,8,4.9,12,"4.9 - 12.0",7.2-8.3,3,
